organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Total
WdXqR4s4oYz,Oridi Health Center,16767,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,2,,,,,,,,,,5
sV3U6vesQah,Ortum Mission Hospital,15446,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,6,5,,4,6,2,4,,,4,34
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
LWoO0Z47tGZ,Osieko Dispensary,17680,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,7,4,,1,,33,33,2,7,3,4,95
G4FemD36hGF,Osingo Dispensary,13996,situated in Suba East Division and its  a GOK Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,3,,,6,,,9
K7MbyOwY6BH,Otange Dispensary,18877,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,16,2,,,,,,,,,3,30
V6P9Brv9LmO,Otati Dispensary,13999,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,4,2,5,,6,1,1,,,,,21
AoO1uzcsLs0,Othaya Sub County Hospital,10922,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,5,8,2,5,1,2,7,9,4,43
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,,1,,,1,,,,,,6
HIbQsMgPQm0,Othoro Sub County Hospital,14003,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,4,4
tEu5VkVwaK7,Our Lady of Lourdes Mutomo Hospital,12604,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,1,,9,11
SEvEw5XSNVr,Our Lady Of Mercy Mission Hospital,22859,CDN plaza,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,2,,,,,5
SuTFIa79qA7,Outspan Hospital,10924,Along Nyeri Kamakwa Road opposite Nyeri hospice,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
xHrYMm0ZsQu,Ouya Dispensary,14005,IN NYANGOMA DIVISION,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,,,,,,,,,2
WV0WSrN5Wki,Oyani (SDA) Dispensary,14008,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,23,,3,2,,,,3,,,,35
EVf9vo84kFZ,Oyani Sub County Hospital,14009,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,1,5,10,7,,,3,,1,,28
PNrZ6dCwfLs,Oyuma Dispensary (Rachuonyo),17852,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,2,,,,,,,,,3
qJwEgqDnkAC,Pala Health Centre,14011,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,3,1,,,,,,,,,,9
kuBecESrd0Y,Pala Masogo Health Centre,19859,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,11,,,,,,,,,2,18
iBuAKaM0WO2,Pand Pieri Community Dispensary,14012,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,10,10,3,1,,3,8,,10,8,12,73
ybNHUZ8G4xz,Pap Kodero Health Centre,14013,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,12,4,6,5,6,1,,,,,,34
udyfhz4XKDn,Patanisho Maternity and Nursing Home,12977,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,1,4,2,3,12
XgnBT8Pug4r,PCEA Chogoria Hospital,11970,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,13,,6,,5,12,4,9,6,10,65
ghygCp0yjh3,PCEA Kasasule Dispensary,12205,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,,,,,3,,5
IoqOztEzEQu,Pedo Dispensary,18725,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,15,,16
z3nMgma1Kt1,Piny Owacho Dispensary,17343,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,1,,2,,2,,1,,,,,9
krlkd35ayXK,Pioneer Health Centre,15463,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,137,142,135,15,151,152,152,154,159,152,159,168,1676
RpW4L3sZsvi,Plateau Hospital,15464,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,13,13,14,,2,15,15,16,18,,26,138
fyLoVZ0U7xq,Police Line Dispensary (Garissa),13420,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
WcObK0U8pXU,Ponge Dispensary (Mbita),14016,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,4,,3,7
PtapijBoEPe,Ponge Health Center,14015,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,3,,,,,,,,,,6
I1uyMohbaUS,Pongwe/Kidimu Dispensary,23132,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,5,6
pOzVvOXQ6TL,Port Florence Hospital,14017,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,11,,7,,5,5,,11,4,,,43
K6JHRvs7bAu,Port Reitz Sub County Hospital,11740,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,27,,27
vqZ76KANEWN,Port Victoria Hospital,16091,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11,5,15,5,122,30,13,,31,10,12,15,269
FyjYtKZUM2s,Prison Dispensary,15470,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,7,,,,,,,2,,,,10
LSjjW2Uph1L,Pstc Health Centre,13153,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,,,,,,3,5
qNJkz8G7pfV,Pumwani Majengo Dispensary,13155,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,8,19,4,13,8,3,8,6,10,6,9,104
DAfqnwB2Uhh,Pumwani Maternity Hospital,13156,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,44,66,35,19,38,54,28,66,1,,,97,448
bejbJuEmJLP,Rabar Health Centre,14018,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,,2,3
xHpOSfsb09z,Rabuor Sub County Hospital,14020,Hospital,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,8,,,,22,,15,5,8,7,3,72
Psa3nl6S4SK,Rachuonyo County Hospital,14022,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,12,31,22,9,2,,,4,,,,80
ICsoiQdDS5P,Radiant Pangani Hospital,13158,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,3,1,5,,,,,,,,13
szk9vzhrYeY,Radienya Dispensary,18722,Near Radienya primary school,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13,,8,,,,,3,,1,,,25
JcrbB7yUiAC,Radier Dispensary,14023,IN USIGU DIVISION,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,10,,,,,,,,11
AqD7UCCUGCh,Rae Dispensary,14024,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,5,4,2,4,4,5,,,,25
herb1i8XqBx,Rafiki Health Centre,22624,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,3,3,,2,,7,7,7,,,40,72
ILrXVyvqFwX,Raganga Health Centre,14025,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,4,,,,,,4
mRPHsiYtXeO,Rageng'ni Dispensary,14026,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,,,,,,,,,,3
mbaB7dMts46,Ragwe Dispensary,18530,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,9,,,9
Sff6o7mHUJD,Railways Dispensary,15478,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,,4,5,20,32
uNfRv08L7NJ,Railways Dispensary (Kisumu),14027,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,7,2,6,6,7,3,3,1,3,,,41
iM48NtgCfPO,Railways Dispensary (Mombasa),18211,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,14,,,,,,,10,24
vyIRQtMwS3K,Rambula Dispensary,16789,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,11,,,8,2,1,2,2,,26
I12ueCqFUQG,Ramula Health Centre,14030,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,7,,,,,,,,,,,7
tKxiY0VjNrr,Randago Dispensary,17521,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,6,,,,3,10
yLorzTZpbmc,Randung' Health Centre,14031,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,8,5,,,,,,,,,15
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,3,,,,3
ytVjSxVQbQ2,Rangala Health Centre,14033,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,17,,5,4,4,1,2,2,,38
qoY3GWB320k,Rangwe (SDA) Dispensary,14035,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,1,4,1,,2,1,4,3,5,24
o8qbdITAWcU,Rangwe Sub-County Hospital,14036,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,4,,,,,,,,,,4
CHWDHwHN1da,Rariw Health Centre,14038,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,9,1,6,,10,,,2,,,,28
PyZLFJ4lYf1,Raruowa Health Centre,14039,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,1,,,,,3,,,,6
aTQwZSIIxPA,Ratta Health Centre,14040,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
AR90M96SiBF,Reach out Centre Trust,22287,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,9,9,,,,,1,,,2,4,25
xqt007n8SIT,Reale Hospital Clinic,18983,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,1,,1,2,2,2,2,1,1,13
jC5xoC8BnPT,Regaol Barnabas Medical Centre,14102,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,5,,,,,,,5
UZUsQXKij1U,Rekeke Model Health Centre,17114,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,,,,,3
rsvp3dkcgmQ,Remba Dispensary,17593,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,19,63,,82
OzMYgsrBB3L,Reuben Health Centre,13173,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,3,3,,,,,6
KT4sSoTeXAm,Rhodes Chest Clinic,13163,Clinic,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,7,,,7
PduUv9FH59L,Riana Health Centre,14045,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,5,,,,,,,,,,5
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,4,1,1,,,,1,,,,,9
UAANSI2ssxg,Ribe Dispensary,11756,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,4,,,,,,18,20,,,42
ueSbUJtjGM9,Ringiti Dispensary,17710,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12,12,7,7,7,2,5,,,,2,2,56
Ot3j6QXURjV,Riokindo Health Centre,14052,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,3,,,,,,4
ZyVu64QtPyq,Riotanchi Health Centre,14054,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,3,1,,,,,4
GOxptySBE5j,Riruta Hospital,13165,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,13,,,,,,,13
xOk8BwV5Uta,Rodi Health Centre,14057,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,,,,,,3,5
Bq9L3QREUFy,Roka Maweni Dispensary,11758,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
EumBiY0A93D,Rombo Health Centre,15490,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,3,2,,,250,,,,,,257
KV7mZo1P75i,Rongo Sub County Hospital,14058,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,9,9
G2SApeuVqIS,Royal Medical Hospital and Maternity Home Limited,14061,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,2,3,,,,,3,10
QtLL3zPlb1l,RTC Medical Centre,21648,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,5,5,3,4,4,,,2,23
MEh9RhjHr40,Ruai (EDARP) Clinic,13169,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,6,2,3,9,1,4,4,3,5,1,5,51
fNVYEyxjawL,Ruaraka Dispensary,13172,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,3,6,,,,11
d62fP00Szyv,Ruiru Sub-County Hospital,10973,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,,32,,28,,46,,,6,,117
KK9ISvjjUvP,Rukala Model Health Centre,16095,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,4,21,7,1,2,1,7,43
JXcyxGXlL9O,Rumbiye Dispensary,16096,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,2,,,,,,3
gWGorl4dyrC,Rusinga Island of Hope Humanist Health Centre,17594,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,,,,,,,,2,6,,13
bXn7IY2ZYMz,Rwambwa Sub-county Hospital,14063,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,4,10,4,,3,,,,24
m6zhE2pzHWO,Sabatia Sub County Hospital,16098,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,5,,3,,,,,,8
q9xXncCEGRK,Sacred Heart Dispensary,10988,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,1,8,,2,1,,,3,18
iHIbDSA0diT,Sagala Health Centre,11764,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,,,,,3
cPU7gAlPGs7,Sagam Community Hospital,14064,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
IwDcBQwgbEg,Sango Dispensary,16100,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
INSq5Fh6r5M,Sango Naitiri Dispensary,17986,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
taNmXyxY87R,Sango Rota Health Centre,14066,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,,8,,1,4,5,,,1,,1,26
XBVHcByduVe,Sayyida Fatimah Hospital,11774,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,,,,,,,2
Q1YHVG2A0U1,Sega Dispensary,14072,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14,3,2,3,2,5,,,,,,,29
cTUAph4vjQ9,Seguton Dispensary,21600,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,,,,,,2
Bn0sl3vh0qj,Seka Health Centre,14074,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,3,1,,,,,,,5
XzlKeCEvztb,Sekenani Health Centre,15541,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,,,1
tnPObrjA9RC,Sena Health Centre,14075,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,12,11,3,26
Wm51OW03KAk,Sengani Health centre,16440,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,,,,,,,4
JPLQJY4Eili,Sengera Health Centre,14076,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
TvQQht1n3MH,Serawongo Dispensary,14077,IN NYANGOMA DIVISION,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,,,,3,6
oIfTa0e3Og0,Serem Health Centre,16103,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,5,,,,7,7,9,8,10,9,58
mcSGhLvIobz,Serem Health Centre (Aldai),15545,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
eDXfcHuxGxb,Sereolipi Health Centre,15547,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,,,,,1
MIJ54qWI6ky,Sex Workers Operation Project (Swop),13180,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20,7,2,6,15,5,8,7,12,8,9,5,104
Tc8v3FlMk4Y,Sex Workers Outreach Program (Kibra),18176,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,5,3,2,6,3,5,4,5,4,3,3,47
amRQYjheywd,Shalom Community Hospital,12730,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,2,,2
Zo2nZIsclv5,Shalom Community Hospital (Athi River),17979,In Athiriver ward,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,32,28,28,25,10,,,,7,130
UNbhlHZjMF2,Shamberere Health Centre,16105,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,4,,,2,,,,,6
q6kf6cxfaRK,Shauri Moyo Clinic,13184,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,,,,,,,1
GVzSIlzeDDx,Shelemba Dispensary,17120,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,3,4,,,,,9
y1jWd1Ug7ts,Shibwe Sub-County Hospital,16107,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,3,,,,,,,4,,9,17
IDtVLOWs5dB,Shihalia Dispensary,16108,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,8,,8
nNM3ZA9ErqU,Shikusa Health Centre,16112,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
erZvaDeCoQ3,Shimba Hills Health Centre,11787,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,5,6,13,200,208,226,230,,15,903
xFwky80rnjq,Shimo La Tewa Annex GK Prison Dispensary,11393,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,2,5,,,,12,,,,,23
el6wJ3PIq0h,Shining Hope for Communities Mathare Medical Clinic,,Medical center,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,,,,,,1
kbg8aYUzgUM,Shinyalu Model Health Centre,17596,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,11,14
cF9orSjuiaV,Shirikisho Health Centre,14078,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,1,1,3,,8,3,1,1,4,1,8,32
HBsqa81tb5L,Shiru Health Centre,16117,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,14,2,5,2,13,2,2,6,6,1,2,58
fB3xG06tgRu,Shisaba Dispensary,16118,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
DN1DpNnTw3q,Shitsitswi Health Centre,16121,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,4,,,,,,,,,,4
c6oal13vwWU,Shivanga Health Centre,16122,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,6,6,,5,6,,,,23
SQ7NgzUYOjt,SHOFCO Medical Clinic (Kibera),17650,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,3,10,1,3,5,3,4,5,1,1,41
hk7CLAgs5Hy,Shompole Health Centre,15560,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,2,,1,4,2,,,,10
b3yukBxVi1J,Siaya County Referral Hospital,14080,"In Siaya Town, along Siaya Ugunja road",IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,17,,,,,17
lVnCyawh28t,Siboti Model Health Centre,16124,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,1,,2,,,4,,,,,,16
MxwFljO9mmy,Sibuoche Dispensary,14082,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,9,,,3,,13,4,1,,30
UDjLzocKru9,Sifuyo Health centre,14084,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,1,,,,,2,,,,2,6,21
z4pEZ9GMUj7,Sigomere Sub County Hospital,14085,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,12,13,3,1,4,3,,,2,3,41
MdNfM770c0k,Sigor Sub County  Hospital,15564,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,4,3,2,10
eH1iSu1tL6t,Sigoti Health Centre,14086,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,9,,,2,,3,,,,,1,15
YLsrbfNIQuI,Sigowet Sub County Hospital,15568,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,70,,15,47,,,,133
BvSVueanUP2,Sikalame Dispensary,14087,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,,,,,3
H9dAKNepix7,Sikhendu Dispensary,20162,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13,,,,,,,,,,,,13
Q0oTmpiCXFG,Silaloni Dispensary,11794,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,3,,3
LeiEBPdQtoW,Silibwet Dispensary (Bomet),15570,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,,,,,,,,,,3
PoAHq41Wjsk,Silibwet Health Centre (Nyandaruawest),11009,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,3,,6,,,,,,,,12
R7ltdc1WXOJ,Simbi Kogembo Dispensary,14089,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
vEdQ4pcovmy,Simbiri Nanbell Health Centre,14090,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
bsWJDHxiuNB,Simenya Health Centre,14091,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,4,14,,,,,,,18
c6udqJED2EB,Sinoko Dispensary (Bungoma East),16126,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,24,,21,,,25,24,,,,94
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,2,,,,,5
eDnVQzkzc3B,Sio Port Sub County Hospital,16128,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,3,,2,,6,5,3,3,6,,2,35
fFbd7D0gwb9,Siongiroi Health Centre,15587,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,12,17,3,9,,,,,,41
ELjpUSFjC7d,Sirakaru Dispensary,17990,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,1,3,,,,,5
PJL0GkJnlST,Sirembe Dispensary,14093,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,,,,,,,,,,,5
V0PeLlQNL7w,Siriba Dispensary,14094,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
LM6YIpZduiU,Sirisia Sub County Hospital,16130,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,,,,,,1
