orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Total
Kenya,Kitui County,Mwingi West Sub County,Kyome/Thaana Ward,Thitani Health Centre,qZwhNCtoVzp,Thitani Health Centre,12797,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Kitui County,Mwingi Central Sub County,Kivou Ward,Thitha Dispensary,UwzYXDUJFGj,Thitha Dispensary,12798,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kitui County,Mwingi Central Sub County,Kivou Ward,Thitha Dispensary,UwzYXDUJFGj,Thitha Dispensary,12798,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Kitui County,Mwingi Central Sub County,Kivou Ward,Thitha Dispensary,UwzYXDUJFGj,Thitha Dispensary,12798,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Laikipia County,Laikipia West Sub County,Salama Ward,Thome Dispensary,xAelM1vCP0I,Thome Dispensary,23140,Dispensary,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Laikipia County,Laikipia West Sub County,Salama Ward,Thome Dispensary,xAelM1vCP0I,Thome Dispensary,23140,Dispensary,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Laikipia County,Laikipia West Sub County,Salama Ward,Thome Dispensary,xAelM1vCP0I,Thome Dispensary,23140,Dispensary,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,1
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,5
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,13
Kenya,Vihiga County,Hamisi Sub County,Jepkoyai Ward,Tigoi Health Centre,x8dwth6BYiK,Tigoi Health Centre,16151,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,9
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,9
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,41
Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,Tigoni District Hospital,jyOgldxx4Ok,Tigoni District Hospital,11104,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,39
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,3
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,5
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,11
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,39
Kenya,Meru County,Buuri West Sub County,Timau Ward,Timau Sub-County Hospital,d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,15
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,2
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,16
Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,Timboni Community Dispensary,qST1ERiAwNm,Timboni Community Dispensary,11851,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,12
Kenya,Baringo County,Koibatek Sub County,Lembus Ward,Timboroa Health Centre,wbP8qyNnPJ2,Timboroa Health Centre,15725,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Baringo County,Koibatek Sub County,Lembus Ward,Timboroa Health Centre,wbP8qyNnPJ2,Timboroa Health Centre,15725,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,11
Kenya,Baringo County,Koibatek Sub County,Lembus Ward,Timboroa Health Centre,wbP8qyNnPJ2,Timboroa Health Centre,15725,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,6
Kenya,Nyamira County,Borabu Sub County,Nyansiongo Ward,Tindereti Dispensary,r3d8BgiWRyz,Tindereti Dispensary,14145,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,2
Kenya,Nyamira County,Borabu Sub County,Nyansiongo Ward,Tindereti Dispensary,r3d8BgiWRyz,Tindereti Dispensary,14145,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,5
Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Ting'wangi Health Centre,kuzvgtX2kyS,Ting'wangi Health Centre,14148,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,3
Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Ting'wangi Health Centre,kuzvgtX2kyS,Ting'wangi Health Centre,14148,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,16
Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Ting'wangi Health Centre,kuzvgtX2kyS,Ting'wangi Health Centre,14148,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,12
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,2
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,18
Kenya,Nyamira County,Nyamira Sub County,Bosamaro Ward,Tinga Health Centre,tU8NI8ktS8x,Tinga Health Centre,14146,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,10
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,5
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,25
Kenya,Kiambu County,Kiambu Town Sub County,Ting'ang'a Ward,Tinganga Catholic Dispensary,dLWshrUrHts,Tinganga Catholic Dispensary,17094,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,17
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,5
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,20
Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Tingare Dispensary,n8Ox0LYd7Di,Tingare Dispensary,14147,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,9
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Tisinye Health Centre,LFBf0WwBzaX,Tisinye Health Centre,14149,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,3
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Tisinye Health Centre,LFBf0WwBzaX,Tisinye Health Centre,14149,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Tisinye Health Centre,LFBf0WwBzaX,Tisinye Health Centre,14149,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,4
Kenya,Migori County,Kuria East Sub County,Gokeharaka/Getambwega Ward,Tisinye Health Centre,LFBf0WwBzaX,Tisinye Health Centre,14149,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,5
Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Tiva Dispensary,r5nl0fmu65n,Tiva Dispensary,12803,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Tiva Dispensary,r5nl0fmu65n,Tiva Dispensary,12803,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Tiva Dispensary,r5nl0fmu65n,Tiva Dispensary,12803,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Tiva Dispensary,r5nl0fmu65n,Tiva Dispensary,12803,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,7
Kenya,Kitui County,Kitui Central Sub County,Kyangwithya West Ward,Tiva Dispensary,r5nl0fmu65n,Tiva Dispensary,12803,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,1
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,18
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,11
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,mACm1JUzeLT,MOH 731 Start ART_<1 HV03-016,Y18_HV03-016,1
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,4
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,8
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,47
Kenya,Trans Nzoia County,Saboti Sub County,Tuwani Ward,Tom Mboya Dispensary,iUpiwFY2vI7,Tom Mboya Dispensary,15732,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,23
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,1
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,3
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,11
Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Tom Mboya Memorial Level 4 Hospital,COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,16
Kenya,Nyamira County,Manga Sub County,Manga Ward,Tombe Health Centre,XKVPZ47BC5b,Tombe Health Centre,14151,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
Kenya,Nyamira County,Manga Sub County,Manga Ward,Tombe Health Centre,XKVPZ47BC5b,Tombe Health Centre,14151,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Nyamira County,Manga Sub County,Manga Ward,Tombe Health Centre,XKVPZ47BC5b,Tombe Health Centre,14151,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,7
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,4
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,yWkSi8L3qGm,MOH 731 Start ART_15-19(M) HV03-020,Y18_HV03-020,1
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,8
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,K59f8nZ5vhy,MOH 731 Start ART_20-24(M) HV03-022,Y18_HV03-022,1
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,11
Kenya,Homa Bay County,Suba South Sub County,Gwassi North Ward,Tonga Health Centre,eNZAGD0lqAk,Tonga Health Centre,14152,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,8
Kenya,Bungoma County,Tongaren Sub County,Tongaren Ward,Tongaren Model Health Centre,exNcDMt9Cjs,Tongaren Model Health Centre,16152,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,2
Kenya,Bungoma County,Tongaren Sub County,Tongaren Ward,Tongaren Model Health Centre,exNcDMt9Cjs,Tongaren Model Health Centre,16152,,jthpt5cVV9c,MOH 731 Start ART_10-14 (F) HV03-019,Y18_HV03-019,1
Kenya,Bungoma County,Tongaren Sub County,Tongaren Ward,Tongaren Model Health Centre,exNcDMt9Cjs,Tongaren Model Health Centre,16152,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,9
Kenya,Bungoma County,Tongaren Sub County,Tongaren Ward,Tongaren Model Health Centre,exNcDMt9Cjs,Tongaren Model Health Centre,16152,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,22
Kenya,Bungoma County,Tongaren Sub County,Tongaren Ward,Tongaren Model Health Centre,exNcDMt9Cjs,Tongaren Model Health Centre,16152,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,10
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Administration Police Dispensary & VCT,jQYCLl1pCIx,Tononoka Administration Police Dispensary & VCT,11854,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,2
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Administration Police Dispensary & VCT,jQYCLl1pCIx,Tononoka Administration Police Dispensary & VCT,11854,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,4
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Administration Police Dispensary & VCT,jQYCLl1pCIx,Tononoka Administration Police Dispensary & VCT,11854,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,5
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Ap Dispensary (Tononoka),XNC30RIDLbz,Tononoka Ap Dispensary (Tononoka),11223,,zNCSlBKbS6d,MOH 731 Start ART_20-24 (F) HV03-023,Y18_HV03-023,1
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Ap Dispensary (Tononoka),XNC30RIDLbz,Tononoka Ap Dispensary (Tononoka),11223,,Nv4OkbdDvmm,MOH 731 Start ART_25+ (F) HV03-025,Y18_HV03-025,13
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Tononoka Ap Dispensary (Tononoka),XNC30RIDLbz,Tononoka Ap Dispensary (Tononoka),11223,,SCMKsiNj6c5,MOH 731 Start ART_25+(M) HV03-024,Y18_HV03-024,5
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Tonymed Medical Clinic,hsgVQyr21gH,Tonymed Medical Clinic,16682,,Hbc2qRi0U5x,MOH 731 Start ART_1-9 HV03-017,Y18_HV03-017,1
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Tonymed Medical Clinic,hsgVQyr21gH,Tonymed Medical Clinic,16682,,LC2OqnUC5Sn,MOH 731 Start ART_10-14(M) HV03-018,Y18_HV03-018,1
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Tonymed Medical Clinic,hsgVQyr21gH,Tonymed Medical Clinic,16682,,DaNcGZnkclz,MOH 731 Start ART_15-19 (F) HV03-021,Y18_HV03-021,2
