orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
Kenya,Marsabit County,Moyale Sub County,Sololo Ward,Sololo Mission Hospital,aMlsExwVDKS,Sololo Mission Hospital,12739,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Bomet County,Bomet Central Sub County,Mutarakwa Ward,Solyot Dispensary,WEeNVuf0HQU,Solyot Dispensary,15608,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Sonak Community Medical Centre,OB7IC7CcLnh,Sonak Community Medical Centre,16132,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7
Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Sonak Community Medical Centre,OB7IC7CcLnh,Sonak Community Medical Centre,16132,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,5
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,10
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,3
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17
Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sondu sub county Hospital,Gk01HeIfjsg,Sondu sub county Hospital,14096,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11
Kenya,Migori County,Awendo Sub County,Central Sakwa Ward,Sony Medical Centre,sR008hvpu5e,Sony Medical Centre,14097,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Migori County,Awendo Sub County,Central Sakwa Ward,Sony Medical Centre,sR008hvpu5e,Sony Medical Centre,14097,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16
Kenya,Migori County,Awendo Sub County,Central Sakwa Ward,Sony Medical Centre,sR008hvpu5e,Sony Medical Centre,14097,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Homa Bay County,Suba South Sub County,Kaksingiri West Ward,Sori Lakeside Hospital (Sindo),g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,4
Kenya,Homa Bay County,Suba South Sub County,Kaksingiri West Ward,Sori Lakeside Hospital (Sindo),g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Homa Bay County,Suba South Sub County,Kaksingiri West Ward,Sori Lakeside Hospital (Sindo),g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Homa Bay County,Suba South Sub County,Kaksingiri West Ward,Sori Lakeside Hospital (Sindo),g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11
Kenya,Homa Bay County,Suba South Sub County,Kaksingiri West Ward,Sori Lakeside Hospital (Sindo),g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16
Kenya,Migori County,Nyatike Sub County,Kachien'g Ward,Sori Lakeside Nursing and Maternity Home,zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10
Kenya,Kisii County,Nyaribari Masaba Sub County,Nyamasibi Ward,Sosera Health Centre,ejzRh7NgQcY,Sosera Health Centre,14099,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kisii County,Nyaribari Masaba Sub County,Nyamasibi Ward,Sosera Health Centre,ejzRh7NgQcY,Sosera Health Centre,14099,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kisii County,Nyaribari Masaba Sub County,Nyamasibi Ward,Sosera Health Centre,ejzRh7NgQcY,Sosera Health Centre,14099,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Laikipia County,Laikipia North Sub County,Sosian Ward,Sosian Dispensary,XQFVsme6rko,Sosian Dispensary,15614,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Uasin Gishu County,Turbo Sub County,Kamagut Ward,Sosiani Health Centre,FMpOqefffNe,Sosiani Health Centre,15616,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3
Kenya,Uasin Gishu County,Turbo Sub County,Kamagut Ward,Sosiani Health Centre,FMpOqefffNe,Sosiani Health Centre,15616,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,9
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Health Centre,YTqyEB3FYOe,Sosiot Health Centre,15617,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,20
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Medical Centre,OiCMNqhH0ji,Sosiot Medical Centre,20846,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Kericho County,Belgut Sub County,Waldai Ward,Sosiot Medical Centre,OiCMNqhH0ji,Sosiot Medical Centre,20846,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kericho County,Bureti Sub County,Kapkatet Ward,Sosit Dispensary,OazZ7QPI7xv,Sosit Dispensary,15618,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kericho County,Bureti Sub County,Kapkatet Ward,Sosit Dispensary,OazZ7QPI7xv,Sosit Dispensary,15618,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kericho County,Bureti Sub County,Kapkatet Ward,Sosit Dispensary,OazZ7QPI7xv,Sosit Dispensary,15618,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Kilifi County,Malindi Sub County,Jilore Ward,Sosobora Dispensary,xF4tSX2KNw4,Sosobora Dispensary,21542,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kilifi County,Malindi Sub County,Jilore Ward,Sosobora Dispensary,xF4tSX2KNw4,Sosobora Dispensary,21542,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Sosoni Dispensary,qNME55udR97,Sosoni Dispensary,11805,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Sosoni Dispensary,qNME55udR97,Sosoni Dispensary,11805,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Sosoni Dispensary,qNME55udR97,Sosoni Dispensary,11805,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Sosoni Dispensary,qNME55udR97,Sosoni Dispensary,11805,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Bungoma County,Tongaren Sub County,Mbakalo Ward,Soteni Dispensary,EhaAg4fr1zh,Soteni Dispensary,17993,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Bungoma County,Tongaren Sub County,Mbakalo Ward,Soteni Dispensary,EhaAg4fr1zh,Soteni Dispensary,17993,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,5
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,2
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,31
Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Sotik Health Centre,zvWQ5tdZfKO,Sotik Health Centre,15619,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,20
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Police Band Dispensary,KgodLsm367V,South B Police Band Dispensary,13144,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Police Band Dispensary,KgodLsm367V,South B Police Band Dispensary,13144,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Police Band Dispensary,KgodLsm367V,South B Police Band Dispensary,13144,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8
Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,South B Police Band Dispensary,KgodLsm367V,South B Police Band Dispensary,13144,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4
Kenya,Samburu County,Samburu North Sub County,Nyiro Ward,South Horr (Catholic) Health Centre,tMbCxhtt0QI,South Horr (Catholic) Health Centre,15622,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Samburu County,Samburu North Sub County,Nyiro Ward,South Horr Health Centre,vY8MIki2v3v,South Horr Health Centre,15621,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Samburu County,Samburu North Sub County,Nyiro Ward,South Horr Health Centre,vY8MIki2v3v,South Horr Health Centre,15621,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,South Ngariama Dispensary,M2LzTsDZb9v,South Ngariama Dispensary,20395,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Kirinyaga County,Kirinyaga South Sub County,Murinduko Ward,South Ngariama Dispensary,M2LzTsDZb9v,South Ngariama Dispensary,20395,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Soweto Kayole Phc Health Centre,fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Soweto Kayole Phc Health Centre,fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,15
Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Soweto Kayole Phc Health Centre,fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,13
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Soy Health Centre,QbU1gBuwzxH,Soy Health Centre,15623,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Soy Health Centre,QbU1gBuwzxH,Soy Health Centre,15623,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,7
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Soy Health Centre,QbU1gBuwzxH,Soy Health Centre,15623,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Soy Health Centre,QbU1gBuwzxH,Soy Health Centre,15623,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,23
Kenya,Uasin Gishu County,Soy Sub County,Soy Ward,Soy Health Centre,QbU1gBuwzxH,Soy Health Centre,15623,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15
Kenya,Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,Gwo8OLfAeek,Soy Sambu Dispensary,16134,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,Gwo8OLfAeek,Soy Sambu Dispensary,16134,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,Gwo8OLfAeek,Soy Sambu Dispensary,16134,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10
Kenya,Kakamega County,Likuyani Sub County,Sango Ward,Soy Sambu Dispensary,Gwo8OLfAeek,Soy Sambu Dispensary,16134,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3
Kenya,Bomet County,Sotik Sub County,Kapletundo Ward,Soymet Dispensary,dtiHpHPM7qr,Soymet Dispensary,15624,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Trans Nzoia County,Kwanza Sub County,Kapomboi Ward,Soymining Dispensary,IbvjcV6yaw7,Soymining Dispensary,22548,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Bungoma County,Tongaren Sub County,Soysambu/Mitua Ward,Soysambu (ACK) Dispensary,la3zHzMEGwA,Soysambu (ACK) Dispensary,16135,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Bungoma County,Tongaren Sub County,Soysambu/Mitua Ward,Soysambu (ACK) Dispensary,la3zHzMEGwA,Soysambu (ACK) Dispensary,16135,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Bungoma County,Tongaren Sub County,Soysambu/Mitua Ward,Soysambu (ACK) Dispensary,la3zHzMEGwA,Soysambu (ACK) Dispensary,16135,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Space Care Medical Centre,YKDZxUEAF3V,Space Care Medical Centre,24020,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3
Kenya,Nakuru County,Gilgil Sub County,Mbaruk/Eburu Ward,Space Care Medical Centre,YKDZxUEAF3V,Space Care Medical Centre,24020,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Nairobi County,Dagoretti South Sub County,Waithaka Ward,Spacecare Health Services,D3ibZDNpgUO,Spacecare Health Services,13212,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Nairobi County,Dagoretti South Sub County,Waithaka Ward,Spacecare Health Services,D3ibZDNpgUO,Spacecare Health Services,13212,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,11
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,3
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,86
Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,Special Treatment Clinic,ZLiupnhoyzT,Special Treatment Clinic,13193,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,92
Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Spicas Medical Clinic,uJhVeuirFl4,Spicas Medical Clinic,23513,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Spicas Medical Clinic,uJhVeuirFl4,Spicas Medical Clinic,23513,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Spicas Medical Clinic,uJhVeuirFl4,Spicas Medical Clinic,23513,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Spicas Medical Clinic,uJhVeuirFl4,Spicas Medical Clinic,23513,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11
Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Spicas Medical Clinic,uJhVeuirFl4,Spicas Medical Clinic,23513,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5
Kenya,Tharaka Nithi County,Chuka Sub County,Karingani Ward,Spring View Medical Clinic,a5uGs0ftZij,Spring View Medical Clinic,29032,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,St Akidiva Memorial Hospital,Dsv44iuGboK,St Akidiva Memorial Hospital,14101,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,St Akidiva Memorial Hospital,Dsv44iuGboK,St Akidiva Memorial Hospital,14101,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,St Akidiva Memorial Hospital,Dsv44iuGboK,St Akidiva Memorial Hospital,14101,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7
Kenya,Migori County,Suna West Sub County,Waseweta II Ward,St Akidiva Memorial Hospital,Dsv44iuGboK,St Akidiva Memorial Hospital,14101,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4
Kenya,Migori County,Kuria West Sub County,Tagare Ward,St Akidiva Mindira Hospital-Mabera,pvNnplBruab,St Akidiva Mindira Hospital-Mabera,20020,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Migori County,Kuria West Sub County,Tagare Ward,St Akidiva Mindira Hospital-Mabera,pvNnplBruab,St Akidiva Mindira Hospital-Mabera,20020,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Migori County,Kuria West Sub County,Tagare Ward,St Akidiva Mindira Hospital-Mabera,pvNnplBruab,St Akidiva Mindira Hospital-Mabera,20020,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Migori County,Kuria West Sub County,Tagare Ward,St Akidiva Mindira Hospital-Mabera,pvNnplBruab,St Akidiva Mindira Hospital-Mabera,20020,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Migori County,Kuria West Sub County,Tagare Ward,St Akidiva Mindira Hospital-Mabera,pvNnplBruab,St Akidiva Mindira Hospital-Mabera,20020,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,6
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,8
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,34
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,20
Kenya,Uasin Gishu County,Soy Sub County,Moi's Bridge Ward,St Andrews Medical Clinic (Eldoret),bp5lmOAICg5,St Andrews Medical Clinic (Eldoret),18980,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kiambu County,Kabete Sub County,Kabete Ward,St Angela Melici Health Centre,H0YXxkHa4Jb,St Angela Melici Health Centre,17362,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Meru County,Imenti South Sub County,Igoji East Ward,St Ann Hospital,PJESmU1NFjO,St Ann Hospital,12743,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Meru County,Imenti South Sub County,Igoji East Ward,St Ann Hospital,PJESmU1NFjO,St Ann Hospital,12743,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Meru County,Imenti South Sub County,Igoji East Ward,St Ann Hospital,PJESmU1NFjO,St Ann Hospital,12743,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Meru County,Imenti South Sub County,Igoji East Ward,St Ann Hospital,PJESmU1NFjO,St Ann Hospital,12743,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,12
Kenya,Meru County,Imenti South Sub County,Igoji East Ward,St Ann Hospital,PJESmU1NFjO,St Ann Hospital,12743,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16
