organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
J645cFsNOCM,Koilot Health Centre,14965,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
uXqhVeVab1Y,Koiwa Health Centre,14970,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
iX9MCYrhHOP,Koloo Dispensary,17038,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
UMrj6jMVGcj,Kolunga Health Centre,13642,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,92
KpXqE32Rm1d,Kombe Dispensary,13713,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
mxhSNH3OIJx,Kombe Dispensary (Nandi Central),14982,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,160
tMymqzXY5dg,Kombewa County Referral Hospital,13714,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,27
PB1NPD7gFsp,Kongoli Dispensary,20484,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
iIngX6G2Ezq,Kongoni Health Centre,15955,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
XrHTTd5zyjn,Konjora Dispensary,21539,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
Ck6NSG9d4HP,Konyao Dispensary,14988,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,72
MQcFGwW1QsE,Kopanga Dispensary (CHAK),13718,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
UF9HJO258Yp,Korogocho Health Centre,18895,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
MniJ99qrhJ6,Korosiandet Dispensary,15958,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
uY2xlbkbeVL,Koru Dispensary,17110,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
j6QLHcTeO6f,Korwenje Dispensary,13720,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
DNnvCXUMH4v,Kowino Dispensary,13722,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
aWpElDmioIw,Kuja Dispensary,13724,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,34
tgRwAp3Oey9,Kunya Dispensary,13725,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
El8fBMbWcrO,Kuvasali Health Centre,15959,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
extrfMeqcik,Kwa Vonza Dispensary,12396,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
mzBw4T72sa5,Kwamo Dispensary,13728,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,43
xGgOmhpqPod,Kwangamor Dispensary,21033,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
kbdzFwfqYb8,Kwanza Sub County Hospital,15003,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
vshyHFPS1Mo,Kware Dispensary,23414,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,46
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
kUoL1ezN7NN,KYC Transmara,21206,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
YZuzvi5zGPy,Kyuso Sub County Hospital,12420,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
f1mpqnM6p8W,Laare Health Centre,12422,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
Oo381uXXfit,Lagos Road Dispensary,13039,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
MGXReb42dmA,Lambwe Dispensary,13731,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,62
fJNY0XA8daw,Lamuria Sub County Hospital (Laikipia East),15007,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
KyonjDmOEi9,Lang'ata Health Centre (Ruiru),18762,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,126
pyVe7DfRPnj,Langas RCEA Health Center,15011,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,990
cksqvEeOLiY,Langata Hospital,13042,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
m516aDmFUUI,Langata Subcounty Hospital(Mugumoini),13041,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,141
QTbpZ8fdTZG,Langi Kawino Dispensary,18250,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
QPi8HppUeQL,Lare Health Centre,15013,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
QaPgykvnQjc,Lea Toto (Kariobangi North),13045,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
BwF2JaC8lCL,Leshau Pondo Health Centre,10657,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
zKDQjMY6KLK,Lidha Dispensary,17525,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
XedKlZAN2O9,Ligala Dispensary,18320,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31
AlQczmsgUJn,Ligega Health Centre,13735,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
EOwZKRgVff8,Likii Dispensary,15035,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
bVvybxoOuLr,Likoni Catholic Dispensary,11520,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
Ox8vvMZo7s8,Likoni HIV Resource Centre,18454,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
AbSJUr5oge2,Likuyani Sub-County Hospital,15961,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
DoFGg4toGRt,Limuru Health Centre,10661,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,46
YGXPJlieCWC,Litare Community Health Centre,22476,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
o6wLT74mwk5,Litein Dispensary,15039,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,135
cydsug5htZ9,Live With Hope Dispensary,17589,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,23
JgBnZEcsqDR,Liverpool VCT,13050,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
Cx6s78Ev9QT,Loitokitok Sub County Hospital,15051,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,195
aKjGXxIWmX3,Lokichar (RCEA) Health Centre,15057,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
ssY2d9sMYGR,Lokichogio (AIC) Health Centre,15059,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
sfUb61y4eOl,Lokori Primary Health Care Programme,16324,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
Qxt1FTtPDX9,Lolgorian Sub County Hospital,15068,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
SBKrEDk0r9L,Lomut Dispensary,15073,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
feqZZjDHYmo,Londiani Sub County Hospital,15074,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
SuxAmnVfsiA,Longisa County Referral Hospital,15077,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
WC2ykyx4Xxg,Lowarengak Health Centre,15096,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
qIGDrvFNv3H,Luanda Town Dispensary,15963,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25
GzJU2wkfa30,Lugulu Friends Mission Hospital,15965,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
Uzbi7NX6aVo,Lukolis Model Health Centre,15968,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
k0yug2XqYRT,Lumakanda County Hospital,15969,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
Z65JvisTm4o,Lumino Dispensary,18624,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
qa07L6R8UeS,Lumumba Sub County Hospital,13738,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
V4mRikko5vW,Lung'anyiro Health Centre,15972,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
oveetILWJK3,Lunga Lunga Health Centre,13053,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,186
VuP1KLi79Bn,Lupida sub county hospital,15975,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
kODtFznDC4N,Lurare Dispensary,15976,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
AKhVrrqumM6,Lusigetti sub-county hospital,10666,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
XbUB6XqsjIz,LVCT Dice (Ruaka),24969,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
mrG827IwFUs,LVCT Health Thika,18345,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
Z4h8itV1gpt,Lwala Community Hospital,13740,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,64
lkn5DPoeGjs,Lwala Kadawa Health Centre,17174,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,217
enFogPQF7aZ,Lwanda Awiti Dispensary,16770,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
YFSNlKvGVDj,Lwanda Dispensary,13741,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
UK55eWU12tC,Lwanda Gwassi Dispensary,13742,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,72
QPgGjJSA4pB,Lyanaginga Model Health Centre,15982,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
PJpy4XMrHPm,Mabinju Dispensary,13743,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
aTrw18DrKW1,Mabusi Health Centre,15983,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
fG07wRWF4mw,Machakos Level 5 Hospital,12438,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,286
tNO45kPRfaQ,Machwele Dispensary,15984,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
AitdgAZ8GD5,Madende Model Health Centre,15985,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
RELmuAM0tcj,Madunguni Dispensary,11534,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
yfk4umSvayX,Magarini GK Prison Dispensary,11394,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
IsPfFl0jTyA,Magina Health Center,18430,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
vBqYUbQHTyR,Magunga Level IV Hospital,13753,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,81
DsOK1u3aO6G,Mainga Health Centre,21208,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Rc7MMPnZZtn,Maisha House VCT (Noset),19308,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31
f5u3DrjWcWl,Maji Mazuri Dispensary (Clay City),26018,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
dKITOqGbRyb,Majira Dispensary,17891,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
qmZ0gpAyEdq,Makadara Health Centre,13056,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,72
ENCv690Yryw,Makadara Mercy Sisters Dispensary,13057,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
MWWddpdCM6G,Makengi Dispensary (Embu),12453,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
BDrlSp3SHoq,Makhonge Health Centre,15990,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,27
uAFvoO68slK,Makima Dispensary,12454,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
aQqBjPqT0jU,Makongeni Dispensary,18432,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,81
Bhr4Rlyp4dt,Makongeni L4,19858,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
kwyBjVtokh1,Makueni Catholic Dispensary,12456,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
YgHyNJOU8hs,Makueni County Referral Hospital,12457,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,41
OochC7lpTbO,Makutano Health Centre,15992,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
ZHKA6zNeUk2,Makuyu Health Centre,10674,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
a0qvQ3FrCD8,Malaba Health center,15993,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
HAD4hll0ALY,Malakisi Health Centre,15994,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,34
EPAB7cFMg8F,Malalani Health Centre,12459,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
qZIiCNR0SIG,Malanga (AIC) Dispensary,11553,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
LG4e3brI9u7,Malanga Health Centre,13760,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25
pxlVNltvIME,Malava County Hospital,15996,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
qqhDXan6YY4,Maliera SDA Dispensary,20013,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
N8Qo6qSK6xI,Malongo Dispensary,20379,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
CQFAYq3arhb,Mama Anns Odede Community Health Centre,18912,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
EmMu340uBVZ,Mama Lucy Kibaki Hospital - Embakasi,17411,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,206
K1RCKIpNpG9,Mama Margaret Uhuru Hospital,28885,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
ZSjZcx0lxrz,Mama Plister Blair Health Centre,17121,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
MRQeZtlocOi,Mamba Dispensary,11558,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
MquvtmkXHX7,Mananja Health Centre,12466,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
S0pNUj8UTsw,Manda Dispensary,17681,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
jqrGlRD2MbV,Mandera County Refferal Hospital,13402,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,26
gO4F9cwk5WB,Manga Sub County Hospital,13766,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Nkbsp23UkM3,Manyatta (SDA) Dispensary,13769,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
EZCHSlG09NE,Manyuanda Health Centre (Rarieda),13771,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
gzocEzWT73W,Manyuanda Sub county Hospital,13770,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
kKVNAgtxsgI,Marafa Sub County Hospital,11562,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,56
WMjR7Dtk7aj,Maragua District Hospital,10686,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
dsaHh6LxrRQ,Maram Dispensary,16258,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
Jm2yFzjQT78,Marenyo Health Centre,13773,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
mITAGtWnWEK,Mariakani Sub County Hospital,11566,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,84
ZgoaGXYlUAa,Mariashoni Health Centre,15129,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
TGSQz8SdKu1,Marigat Sub District Hospital,15138,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
t0xZjkBr5NR,Marindi Sub County Referral Hospital,13777,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
EzXf41XSStT,Marinyin Dispensary,15139,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
FzCzyHnlX47,Marurui Dispensary,13071,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
hMj9Y1CRfLV,Mary Help of The Sick Hospital,10698,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
Ys64m0FQOFC,Mary Immaculate Clinic Mukuru,12982,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
YNrTtyW64AI,Mary Immaculate Dispensary (Eldoret East),15147,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
gQOARcEQVeO,Mary Immaculate Hospital (Nyeri North),10700,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
KJrHBLlkXkW,Masaba Health Centre,13779,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,49
sSoQItUt4xV,Masaba Hospital Kisumu,18414,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
Kp2Kfseofdd,Masaba Sub-County  Hospital,13678,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21
gEEJqBQ2vqX,Maseno Mission Hospital,13781,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,88
c3fBhfh67ij,Maseno University Health Centre,13782,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,66
PjStrCd2jns,Mashambani Health Centre,17111,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
RFhDgy6Fjq4,Mashuru Health Centre,15150,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25
QicfgXP0eIq,Masinga Sub County Hospital,12476,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
w8NTKsoCH8b,Masogo Dispensary (Gem),17518,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
eBEloHL6afC,Mata Dispensary (Taveta),11577,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
Ox532fak7j5,Matangwe Community Health Centre,13787,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
GSBiP2fM5zp,Matata Nursing Hospital,13789,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31
Ki3E4GNuj27,Matayos Health Centre,16004,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
rxOzjXrbCkg,Matete Health Centre,16005,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
QyiacDkIae3,Mathare 3A (EDARP),13075,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,102
Nagz0cfJyr2,Mathare Football For Hope,20096,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
Ea0rQYGCbYx,Mathare North Health Centre,13077,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
YaNze2Y77ss,Mathari Hospital,13076,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
YdthQZVh45c,Matibabu Ukwala Clinic,17529,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
YBUNnyEh8fI,Matiliku Sub County Hospital,12485,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
km06lXUQMHh,Matinyani Health Centre,12486,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
znBMfGldUnB,Matolani Dispensary,11578,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
VdppIFvYta4,Matongo Dispensary,13790,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
bi747puqsrA,Matoso Health Clinic,13793,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
ttGIIqGqFOt,Matsangoni Model Health Centre,11580,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
L5iJ74Rc587,Matulo Dispensary,16389,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
zRb4VBix3Qg,Matunda Maternity Home,16007,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
ofrW88rUDJw,Matunda Sub County Hospital,16364,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,39
iuatmqJAf90,Matunda Sub County Hospital,16008,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,27
MdJ4Zb1k9o6,Matungu Sub County Hospital,16037,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,34
KKCH0q292Wz,Matungulu Health Centre,16439,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
ilI3ROaTEuf,Maturu Dispensary,16009,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
ZYwmqGDRgY5,Matuu District Hospital,12488,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
evV553fu7J8,Matuu Mission Health Centre,12489,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
pnELrefcHxQ,Maua Methodist Hospital,12492,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
OTwG6MsbpwJ,Maungu Model Health Centre,18858,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
s7kF3iHFhmi,Mautuma Sub County Hospital,16010,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,37
bHv5fWNPV64,Mavoko Level 4 Hospital,11936,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,199
IcAY6Oco0YH,Mavueni Dispensary,18482,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
q2YkoU00i0A,Mawere Dispensary,13796,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
xGjBNHxGFlj,Mayuge Dispensary,23136,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
pnHduTXb4hB,Mazeras Health centre,11585,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
S9itqWWPUqs,Mbaga Dispensary,17672,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
HG5fUsbdzk6,Mbaga Health Centre,13797,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,49
mu9d9jNXA6Y,Mbagathi District Hospital,13080,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,66
pThhj7hcUnM,Mbale Health Centre,11589,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
DbCCiO4AXdh,Mbale Rural Health Training Centre,16012,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
LNxAuLQveoD,Mbenuu H Centre,12499,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
rLTST5T975t,Mbita Sub-County Hospital,13798,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,133
Q0WwPORvQYR,Mbitini Catholic Dispensary,12502,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
x8kNXLmgEDu,Mbitini Health Centre,12521,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
V0TLwliVcEl,Mbiuni Health Centre,12503,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
UpSJbkTCmSw,Mbuguni Dispensary,11590,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
rwi0IMJ2HhP,Mbulia Dispensary,11591,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
hJ2Hv8MfMKI,Mbungoni Catholic Dispensary (CBHC),18043,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
C5PLq7spOnB,Mechimeru Model Health Center,16014,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
WNMTHpw5zHA,Med 25 International Kenya,17690,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,50
TIMlJYy9SAV,Mediheal Hospital,15167,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,345
YCP7jFaj64F,Medina Hospital,19037,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
