id,name,lastUpdated,created,shortName,displayName,displayShortName,displayNumeratorDescription,denominatorDescription,displayDenominatorDescription,numeratorDescription,dimensionItem,displayFormName,numerator,denominator,dimensionItemType,indicatorType,indicatorGroups
"ApR1RDYz238","Female 55-64 yrs tested for HIV (PTB-)","2020-09-18T10:14:30.898000Z","2012-11-06T14:50:21.446000Z","% of Female 55-64 yrs t","Female 55-64 yrs tested for HIV (PTB-)","% of Female 55-64 yrs t","Female 55-64 tested for HIV (PTB-)","Female 55-64 All New PTB-","Female 55-64 All New PTB-","Female 55-64 tested for HIV (PTB-)","ApR1RDYz238","Female 55-64 yrs tested for HIV (PTB-)","#{DGOE9qBg0S9.MlP8UmeTtS7}","#{u8dU1LPUUWD.MlP8UmeTtS7}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"aQjqu1MnqED","Proportion of pregnant women screened for syphilis at 1st ANC visit","2018-02-02T09:13:21.500000Z","2018-02-02T09:13:21.500000Z","% of pregnant women screened for syphilis","Proportion of pregnant women screened for syphilis at 1st ANC visit","% of pregnant women screened for syphilis","Number screened for syphilis at 1st ANC","1st ANC visits","1st ANC visits","Number screened for syphilis at 1st ANC","aQjqu1MnqED","Proportion of pregnant women screened for syphilis at 1st ANC visit","#{i5jVVTm1vI8}","#{uSxBUWnagGg}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aqtAtDtbywp","IDSR Malaria Cases","2020-09-18T10:14:30.117000Z","2016-09-21T08:11:13.261000Z","IDSR Malaria Total","IDSR Malaria Cases","IDSR Malaria Total","IDSR Malaria Total","den","den","IDSR Malaria Total","aqtAtDtbywp","IDSR Malaria Cases","#{GJDppyWOYYM.dCd7yKlyqk4} + #{GJDppyWOYYM.PTWBeC1K2HJ}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"ArG6zbCMBr2","Total Maternal HAART","2020-10-22T22:14:02.436000Z","2020-10-06T23:54:17.796000Z","Total Maternal HAART","Total Maternal HAART","Total Maternal HAART","Total Maternal HAART","No Denominator","No Denominator","Total Maternal HAART","ArG6zbCMBr2","Total Maternal HAART","#{lJpaBye9B0H} + #{UMyB7dSIdz1} + #{vkOYqEesPAi} + #{ckPCoAwmWmT} + #{WNFWVHMqPv9}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"ari1nBlW6pr","Total Received HIV + Results","2018-08-16T05:43:30.530000Z","2018-08-16T05:43:30.530000Z","Total Received HIV + Results","Total Received HIV + Results","Total Received HIV + Results","Total Received HIV + Results","constant","constant","Total Received HIV + Results","ari1nBlW6pr","Total Received HIV + Results","#{c2pgDecBILP} + #{NMWgSKFW6U7} + #{QXQFd2JB10B} + #{RCFqEXIiqed} + #{xN6GhQGgaoI} + #{DBZH3aC9gwQ}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"ArqITfvluOj","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 672 tabs) Quantity Required","2016-05-30T13:12:45.537000Z","2016-05-30T13:12:45.532000Z","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 67","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 672 tabs) Quantity Required","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 67","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 672 tabs) Quantity Required","null","null","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 672 tabs) Quantity Required","ArqITfvluOj","MOH 730Ba Isoniazid (H) 300mg Tabs (for Pack of 672 tabs) Quantity Required","(#{mrp5wgn0b1a.YS0bTLh3Q4O}*2)-#{mrp5wgn0b1a.D7WnuXFK7PR}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"as0frBGEWwr","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s","2017-11-21T09:59:05.216000Z","2017-11-21T09:59:05.216000Z","Moh730Arev2017aggdispensed49","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s","Moh730Arev2017aggdispensed49","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s numerator","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s denominator","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s denominator","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s numerator","as0frBGEWwr","MoH 730A rev2017 Aggregated Dispensed Medicines for OIs Fluconazole 50mg Tablets 100s","#{T0j4amtuSwQ.yP6vevc91WZ}","1","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aS7l3UKgTEL","IDSR Dummy2","2020-09-18T10:14:30.495000Z","2016-09-23T08:19:30.406000Z","IDSR Dummy2","IDSR Dummy2","IDSR Dummy2","IDSR Dummy1","IDSR Dummy1","IDSR Dummy1","IDSR Dummy1","aS7l3UKgTEL","IDSR Dummy2","0","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"ASY0sm054rW","Number MDR-TB tested HIV+","2013-03-24T23:36:27.162000Z","2012-10-26T12:43:21.001000Z","Number MDR-TB tested HIV+","Number MDR-TB tested HIV+","Number MDR-TB tested HIV+","Number MDR-TB tested HIV+","","","Number MDR-TB tested HIV+","ASY0sm054rW","Number MDR-TB tested HIV+","#{PZxFOwfXC1u.OkitnJWqNwK}+#{PZxFOwfXC1u.ZKt9O4laTpl}+#{PZxFOwfXC1u.Muh7KDYkzTH}+#{PZxFOwfXC1u.lLgSvDGjkQq}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"atCnKnnq9ZW","WRA receiving FP Commodities (Rev 2020)","2020-11-24T11:17:57.643000Z","2020-11-24T11:14:26.446000Z","WRA receiving FP Commodities (Rev 2020)","WRA receiving FP Commodities (Rev 2020)","WRA receiving FP Commodities (Rev 2020)","WRA receiving FP commodities","Estimated population of women of reproductive age","Estimated population of women of reproductive age","WRA receiving FP commodities","atCnKnnq9ZW","WRA receiving FP Commodities (Rev 2020)","#{uHM6lzLXDBd} + #{paDQStynGGD} + #{BQmcVE8fex4} + #{fYCo4peO0yE} + #{BW2T5DsuZuX} + #{PgQIx7Hq1kp} + #{NMCIxSeGpS3} + #{CJdFYcZ1zOq} + #{TUHzoPGLM3t} + #{Wv02gixbRpT} + #{hRktPfPEegP} + #{g6Wk32DjOez} + #{q5G4zR4872u} + #{OiuBpHJw4kf}","#{bPQDV3mud0v}","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kGdVbkdUzdl,kgtSzOCSMRz,kYdOCxOrObG,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,ly1jzPSOn2X,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"avCA4B0WQTr","Total Measles doses used","2017-03-21T14:27:49.680000Z","2017-03-21T14:27:49.680000Z","Total Measles doses used","Total Measles doses used","Total Measles doses used","Total Measles doses used","Total Measles doses used","Total Measles doses used","Total Measles doses used","avCA4B0WQTr","Total Measles doses used","#{AMVejJGpKI9.NhSoXUMPK2K} + #{smag5V5gz0s.NhSoXUMPK2K} - #{Gk6WlfVitbC.NhSoXUMPK2K}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"AWdUkET6dFs","EAC ARVs to HIV positive mother during pregnancy","2017-02-01T21:56:22.174000Z","2014-04-23T15:40:37.786000Z","ARV-HIV +ve ANC","EAC ARVs to HIV positive mother during pregnancy","ARV-HIV +ve ANC","Pregnant women receiving ARVs","","","Pregnant women receiving ARVs","AWdUkET6dFs","EAC ARVs to HIV positive mother during pregnancy","#{UsyFvMBxvn0.NhSoXUMPK2K}+#{tF5z3LnQvWu.NhSoXUMPK2K}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"AWU8aRYtCSN","TOB-Eye Ward","2013-03-24T23:36:26.379000Z","2012-07-10T17:28:12.835000Z","TOB-Eye Ward","TOB-Eye Ward","TOB-Eye Ward","OBD-Eye Ward","ABD-Eye Ward","ABD-Eye Ward","OBD-Eye Ward","AWU8aRYtCSN","TOB-Eye Ward","#{bRP7RnMWTK8.CFyfkW0xUuP}","(#{bRP7RnMWTK8.fgY5yxfRFHN}+#{bRP7RnMWTK8.ERX6phnRjMW})*[days]","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
