facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data,,,,,
Nyanturago Health Centre (Nyamira),Bosamaro Ward,Nyamira Sub County,Nyamira County,AobWX4TMtI4,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Nyanturago Health Centre (Nyamira),Bosamaro Ward,Nyamira Sub County,Nyamira County,AobWX4TMtI4,XX7hDj6iz0D,15+ | Male,10,8.61824E-06,,,,
Nyanturago Health Centre (Nyamira),Bosamaro Ward,Nyamira Sub County,Nyamira County,AobWX4TMtI4,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Nyanturago Health Centre (Nyamira),Bosamaro Ward,Nyamira Sub County,Nyamira County,AobWX4TMtI4,Yf1BiWq71NE,15+ | Female,22,1.89601E-05,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,XX7hDj6iz0D,15+ | Male,15,1.29274E-05,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Kenyerere Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,uscuiF4abdc,Yf1BiWq71NE,15+ | Female,33,2.84402E-05,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,Yf1BiWq71NE,15+ | Female,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,chrwpNxHlQQ,<15 | Female,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,zHSL7ATXJib,<15 | Male,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,XX7hDj6iz0D,15+ | Male,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,XX7hDj6iz0D,15+ | Male,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,uURluLqPIJ5,<15 | Unknown Sex,,0,,,,
Ewuaso Kedong Health Centre,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County,H61Y0QdsBuA,Yf1BiWq71NE,15+ | Female,,0,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,Yf1BiWq71NE,15+ | Female,17,1.4651E-05,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,XX7hDj6iz0D,15+ | Male,24,2.06838E-05,,,,
Tumaini Dice Dispensary (Kisumu),Market Milimani Ward,Kisumu Central Sub County,Kisumu County,nzh8S4pflnD,Yf1BiWq71NE,15+ | Female,300,0.000258547,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,Yf1BiWq71NE,15+ | Female,30,2.58547E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,XX7hDj6iz0D,15+ | Male,21,1.80983E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,Yf1BiWq71NE,15+ | Female,77,6.63604E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,chrwpNxHlQQ,<15 | Female,43,3.70584E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,zHSL7ATXJib,<15 | Male,25,2.15456E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,XX7hDj6iz0D,15+ | Male,26,2.24074E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,XX7hDj6iz0D,15+ | Male,726,0.000625684,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,uURluLqPIJ5,<15 | Unknown Sex,55,4.74003E-05,,,,
Ndhiwa Sub County Hospital,Kanyamwa Kosewe Ward,Ndhiwa Sub County,Homa Bay County,rbXxJWo3fvM,Yf1BiWq71NE,15+ | Female,1462,0.001259986,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,XX7hDj6iz0D,15+ | Male,46,3.96439E-05,,,,
Kiria Health Centre,Mugoiri Ward,Kiharu Sub County,Muranga County,qGXDFhcJFx0,Yf1BiWq71NE,15+ | Female,80,6.89459E-05,,,,
St Assisi Sisters of Mary Immaculate Nursing Home,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County,raLAtRMbpsW,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
St Assisi Sisters of Mary Immaculate Nursing Home,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County,raLAtRMbpsW,Yf1BiWq71NE,15+ | Female,6,5.17094E-06,,,,
St Assisi Sisters of Mary Immaculate Nursing Home,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County,raLAtRMbpsW,XX7hDj6iz0D,15+ | Male,28,2.41311E-05,,,,
St Assisi Sisters of Mary Immaculate Nursing Home,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County,raLAtRMbpsW,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
St Assisi Sisters of Mary Immaculate Nursing Home,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County,raLAtRMbpsW,Yf1BiWq71NE,15+ | Female,60,5.17094E-05,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,XX7hDj6iz0D,15+ | Male,23,1.98219E-05,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,uURluLqPIJ5,<15 | Unknown Sex,4,3.4473E-06,,,,
Nthongoni Health Centre (Kitui Rural),Kwavonza/Yatta Ward,Kitui Rural Sub County,Kitui County,bT70ZEpzbtQ,Yf1BiWq71NE,15+ | Female,74,6.3775E-05,,,,
Migori GK Prison Dispensary,Suna Central Ward,Suna East Sub County,Migori County,nshUvITIh0p,XX7hDj6iz0D,15+ | Male,36,3.10257E-05,,,,
Migori GK Prison Dispensary,Suna Central Ward,Suna East Sub County,Migori County,nshUvITIh0p,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Ruguru Health Centre,Ruguru Ward,Mathira West Sub County,Nyeri County,COq7X5Jv3ch,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Ruguru Health Centre,Ruguru Ward,Mathira West Sub County,Nyeri County,COq7X5Jv3ch,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,Yf1BiWq71NE,15+ | Female,14,1.20655E-05,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,XX7hDj6iz0D,15+ | Male,86,7.41168E-05,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,uURluLqPIJ5,<15 | Unknown Sex,12,1.03419E-05,,,,
Kabiyet Sub County Hospital,Kabiyet Ward,Mosop Sub County,Nandi County,raVQRl9bgfr,Yf1BiWq71NE,15+ | Female,259,0.000223212,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,XX7hDj6iz0D,15+ | Male,22,1.89601E-05,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Sekenani Health Centre,Siana Ward,Narok West Sub County,Narok County,cErQSoTRw9O,Yf1BiWq71NE,15+ | Female,56,4.82621E-05,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,chrwpNxHlQQ,<15 | Female,6,5.17094E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,zHSL7ATXJib,<15 | Male,11,9.48006E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,XX7hDj6iz0D,15+ | Male,10,8.61824E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,XX7hDj6iz0D,15+ | Male,93,8.01496E-05,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,uURluLqPIJ5,<15 | Unknown Sex,8,6.89459E-06,,,,
St Teresa Catholic Dispensary,Wamumu Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County,T1LaOUOeOia,Yf1BiWq71NE,15+ | Female,216,0.000186154,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,Yf1BiWq71NE,15+ | Female,36,3.10257E-05,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,chrwpNxHlQQ,<15 | Female,20,1.72365E-05,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,zHSL7ATXJib,<15 | Male,21,1.80983E-05,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,XX7hDj6iz0D,15+ | Male,11,9.48006E-06,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,XX7hDj6iz0D,15+ | Male,251,0.000216318,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,uURluLqPIJ5,<15 | Unknown Sex,23,1.98219E-05,,,,
Kogelo Dispensary,South East Alego Ward,Alego Usonga Sub County,Siaya County,xsR7AlS8KNy,Yf1BiWq71NE,15+ | Female,443,0.000381788,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,Yf1BiWq71NE,15+ | Female,19,1.63747E-05,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,XX7hDj6iz0D,15+ | Male,11,9.48006E-06,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,Yf1BiWq71NE,15+ | Female,17,1.4651E-05,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,chrwpNxHlQQ,<15 | Female,28,2.41311E-05,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,zHSL7ATXJib,<15 | Male,10,8.61824E-06,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,XX7hDj6iz0D,15+ | Male,16,1.37892E-05,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,XX7hDj6iz0D,15+ | Male,195,0.000168056,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,uURluLqPIJ5,<15 | Unknown Sex,23,1.98219E-05,,,,
Jumuia Mission Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,dlsJoIzM1t5,Yf1BiWq71NE,15+ | Female,490,0.000422294,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,Yf1BiWq71NE,15+ | Female,23,1.98219E-05,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,chrwpNxHlQQ,<15 | Female,4,3.4473E-06,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,zHSL7ATXJib,<15 | Male,9,7.75641E-06,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,XX7hDj6iz0D,15+ | Male,8,6.89459E-06,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,XX7hDj6iz0D,15+ | Male,185,0.000159437,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,uURluLqPIJ5,<15 | Unknown Sex,23,1.98219E-05,,,,
Shibwe Sub-County Hospital,Idakho Central Ward,Ikolomani Sub County,Kakamega County,YcItpayVaKG,Yf1BiWq71NE,15+ | Female,389,0.000335249,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,Yf1BiWq71NE,15+ | Female,12,1.03419E-05,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,chrwpNxHlQQ,<15 | Female,4,3.4473E-06,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,XX7hDj6iz0D,15+ | Male,48,4.13675E-05,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Budalangi Dispensary,Bunyala North Ward,Bunyala Sub County,Busia County,ktQ7e4F9wxF,Yf1BiWq71NE,15+ | Female,89,7.67023E-05,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,XX7hDj6iz0D,15+ | Male,23,1.98219E-05,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Osewre Dispensary,West Seme Ward,Seme Sub County,Kisumu County,Eknire7berj,Yf1BiWq71NE,15+ | Female,37,3.18875E-05,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,chrwpNxHlQQ,<15 | Female,5,4.30912E-06,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,XX7hDj6iz0D,15+ | Male,36,3.10257E-05,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Ekerubo Health Centre (Masaba South),Ichuni Ward,Nyaribari Masaba Sub County,Kisii County,hBRgNylxFJi,Yf1BiWq71NE,15+ | Female,78,6.72223E-05,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,Yf1BiWq71NE,15+ | Female,11,9.48006E-06,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,chrwpNxHlQQ,<15 | Female,5,4.30912E-06,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,XX7hDj6iz0D,15+ | Male,6,5.17094E-06,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,XX7hDj6iz0D,15+ | Male,51,4.3953E-05,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,uURluLqPIJ5,<15 | Unknown Sex,13,1.12037E-05,,,,
Kamwosor Sub County hospital,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County,yeZpOyXXB4n,Yf1BiWq71NE,15+ | Female,135,0.000116346,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,Yf1BiWq71NE,15+ | Female,22,1.89601E-05,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,XX7hDj6iz0D,15+ | Male,22,1.89601E-05,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,Yf1BiWq71NE,15+ | Female,95,8.18733E-05,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,XX7hDj6iz0D,15+ | Male,642,0.000553291,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,uURluLqPIJ5,<15 | Unknown Sex,20,1.72365E-05,,,,
Kangemi Health Centre,Kangemi Ward,Westlands Sub County,Nairobi County,g28IbOEaERF,Yf1BiWq71NE,15+ | Female,1430,0.001232408,,,,
Nyamagiri Dispensary,Riana Ward,Bonchari Sub County,Kisii County,O8frEZpNvoT,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Nyamagiri Dispensary,Riana Ward,Bonchari Sub County,Kisii County,O8frEZpNvoT,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Nyamagiri Dispensary,Riana Ward,Bonchari Sub County,Kisii County,O8frEZpNvoT,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Nyamagiri Dispensary,Riana Ward,Bonchari Sub County,Kisii County,O8frEZpNvoT,Yf1BiWq71NE,15+ | Female,23,1.98219E-05,,,,
Unilever Central Hospital,Kipchebor Ward,Ainamoi Sub County,Kericho County,ktyIbIaAJOz,Yf1BiWq71NE,15+ | Female,14,1.20655E-05,,,,
Unilever Central Hospital,Kipchebor Ward,Ainamoi Sub County,Kericho County,ktyIbIaAJOz,XX7hDj6iz0D,15+ | Male,21,1.80983E-05,,,,
