orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,rI8R5Xp4mez,Inyali Dispensary,15903,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8,Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,Inyali Dispensary,15903,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-7
Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,rI8R5Xp4mez,Inyali Dispensary,15903,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8,Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,Inyali Dispensary,15903,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,6,-2
Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,rI8R5Xp4mez,Inyali Dispensary,15903,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,Inyali Dispensary,15903,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-7
Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,rI8R5Xp4mez,Inyali Dispensary,15903,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,Inyali Dispensary,Inyali Dispensary,15903,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,6,-2
Kenya,Makueni County,Makueni Sub County,Kitise/Kithuki Ward,Kitise Health Centre,rIWFCNNTQfN,Kitise Health Centre,12365,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,Makueni County,Makueni Sub County,Kitise/Kithuki Ward,Kitise Health Centre,Kitise Health Centre,12365,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-1
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,32,Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,Mbita Sub-County Hospital,13798,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,25,-7
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,62,Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,Mbita Sub-County Hospital,13798,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,25,-37
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,62,Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,Mbita Sub-County Hospital,13798,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,41,-21
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,48,Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,Mbita Sub-County Hospital,13798,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,25,-23
Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,rLTST5T975t,Mbita Sub-County Hospital,13798,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,48,Kenya,Homa Bay County,Mbita Sub County,Kasgunga Ward,Mbita Sub-County Hospital,Mbita Sub-County Hospital,13798,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,41,-7
Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Lwala Nyarago Dispensary,rM1H5pFO7j6,Lwala Nyarago Dispensary,20385,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Lwala Nyarago Dispensary,Lwala Nyarago Dispensary,20385,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-1
Kenya,Vihiga County,Sabatia Sub County,Wodanga Ward,Lwenya Dispensary,rMQErGALQrA,Lwenya Dispensary,22650,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,2,Kenya,Vihiga County,Sabatia Sub County,Wodanga Ward,Lwenya Dispensary,Lwenya Dispensary,22650,"its off Mago -kapsabet road, Mago - Bumuyange murrum road",lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-1
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Kisii GK Prisons Dispensary,rN5sJaVjJ74,Kisii GK Prisons Dispensary,13580,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Kisii GK Prisons Dispensary,Kisii GK Prisons Dispensary,13580,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-5
Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Kisii GK Prisons Dispensary,rN5sJaVjJ74,Kisii GK Prisons Dispensary,13580,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Kisii GK Prisons Dispensary,Kisii GK Prisons Dispensary,13580,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-13
Kenya,Bungoma County,Cheptais Sub County,Kapkateny Ward,Kapsambu Dispensary,rRYbcCutXCI,Kapsambu Dispensary,15923,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Bungoma County,Cheptais Sub County,Kapkateny Ward,Kapsambu Dispensary,Kapsambu Dispensary,15923,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-2
Kenya,Bungoma County,Cheptais Sub County,Kapkateny Ward,Kapsambu Dispensary,rRYbcCutXCI,Kapsambu Dispensary,15923,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Bungoma County,Cheptais Sub County,Kapkateny Ward,Kapsambu Dispensary,Kapsambu Dispensary,15923,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-1
Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,rRqKxDRl7GI,Olokurto Health Centre,15420,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,Olokurto Health Centre,15420,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-6
Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,rRqKxDRl7GI,Olokurto Health Centre,15420,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,Olokurto Health Centre,15420,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-5
Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,rRqKxDRl7GI,Olokurto Health Centre,15420,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,Olokurto Health Centre,15420,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-3
Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,rRqKxDRl7GI,Olokurto Health Centre,15420,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Narok County,Narok North Sub County,Olokurto Ward,Olokurto Health Centre,Olokurto Health Centre,15420,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-2
Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,rUg7MiWXTDY,Crystal Medical Clinic,14399,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,Crystal Medical Clinic,14399,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-2
Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,rUg7MiWXTDY,Crystal Medical Clinic,14399,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,Crystal Medical Clinic,14399,,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,Y18_HV01-07,1,-2
Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,rUg7MiWXTDY,Crystal Medical Clinic,14399,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Crystal Medical Clinic,Crystal Medical Clinic,14399,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,2,-1
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,56,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,27,-29
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,56,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,11,-45
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,56,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,6,-50
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,56,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,41,-15
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,19,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,11,-8
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,19,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,6,-13
Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,rV3Y9j5ymeq,Nyamemiso Dispensary,13908,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Nyamemiso Dispensary,Nyamemiso Dispensary,13908,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,6,-1
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-2
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,27,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-27
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,27,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-23
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,27,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,25,-2
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,0,-14
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,rW142rztOPK,Thiba Health Centre,11092,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Thiba Health Centre,Thiba Health Centre,11092,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-10
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),ICRH Drop In Centre (Kilifi),22479,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-2
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,16,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),ICRH Drop In Centre (Kilifi),22479,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-15
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,16,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),ICRH Drop In Centre (Kilifi),22479,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,10,-6
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,47,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),ICRH Drop In Centre (Kilifi),22479,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-46
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),rWIwO9kmzvi,ICRH Drop In Centre (Kilifi),22479,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,47,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,ICRH Drop In Centre (Kilifi),ICRH Drop In Centre (Kilifi),22479,,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,Y18_HV01-08,10,-37
Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ikaatini Dispensary,rX4WM3okTJm,Ikaatini Dispensary,12075,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ikaatini Dispensary,Ikaatini Dispensary,12075,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,1,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,rXL6yhPOYnm,Sokoni Arcade VCT,13188,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,8,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,Sokoni Arcade VCT,13188,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,6,-2
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,rXL6yhPOYnm,Sokoni Arcade VCT,13188,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,Sokoni Arcade VCT,13188,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,6,-19
Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,rXL6yhPOYnm,Sokoni Arcade VCT,13188,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Sokoni Arcade VCT,Sokoni Arcade VCT,13188,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,6,-10
Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,rYHjpU3I3Rv,Muuru Dispensary,24061,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1,Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,Muuru Dispensary,24061,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,0,-1
Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,rYHjpU3I3Rv,Muuru Dispensary,24061,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,Muuru Dispensary,24061,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,0,-3
Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,rYHjpU3I3Rv,Muuru Dispensary,24061,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Meru County,Igembe Central Sub County,Igembe East Ward,Muuru Dispensary,Muuru Dispensary,24061,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-2
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-2
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-9
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-7
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,8,-3
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-6
Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,rd0gE7FLPsv,Busibwabo Dispensary,15835,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-4
Kenya,Kilifi County,Magarini Sub County,Adu Ward,Adc Danisa Dispensary,rdvu0VThvPb,Adc Danisa Dispensary,11196,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Kilifi County,Magarini Sub County,Adu Ward,Adc Danisa Dispensary,Adc Danisa Dispensary,11196,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),redd34wc4hO,Beggs Nursing Home (Matunda),18626,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),Beggs Nursing Home (Matunda),18626,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-2
Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),redd34wc4hO,Beggs Nursing Home (Matunda),18626,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,Beggs Nursing Home (Matunda),Beggs Nursing Home (Matunda),18626,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,Chebukutumi Dispensary,rfC2H5qMeuz,Chebukutumi Dispensary,22003,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,Chebukutumi Dispensary,Chebukutumi Dispensary,22003,"Facility is located along Sirisia Malakisi road, near Chebukutumi Sec School",XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-2
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,rg99yzExwVO,Githunguri Health Centre,10269,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,37,Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,Githunguri Health Centre,10269,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,9,-28
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,rg99yzExwVO,Githunguri Health Centre,10269,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,37,Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,Githunguri Health Centre,10269,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,15,-22
