organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
WcObK0U8pXU,Kenya,Homa Bay County,Mbita Sub County,Gembe Ward,Ponge Dispensary (Mbita),Ponge Dispensary (Mbita),14016,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,122.0
I1uyMohbaUS,Kenya,Kwale County,Lunga Lunga Sub County,Pongwe/Kikokeni Ward,Pongwe/Kidimu Dispensary,Pongwe/Kidimu Dispensary,23132,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,183.0
DMGwnSEy9nd,Kenya,Nakuru County,Molo Sub County,Elburgon Ward,Pop Health Centre,Pop Health Centre,26167,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,189.0
pOzVvOXQ6TL,Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Port Florence Hospital,Port Florence Hospital,14017,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,160.0
K6JHRvs7bAu,Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Port Reitz Sub County Hospital,Port Reitz Sub County Hospital,11740,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,906.0
vqZ76KANEWN,Kenya,Busia County,Bunyala Sub County,Bunyala West Ward,Port Victoria Hospital,Port Victoria Hospital,16091,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,20.0,820.0
cVFUPAB2b6Z,Kenya,Laikipia County,Laikipia North Sub County,Segera Ward,Powys Dispensary,Powys Dispensary,22950,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,80.0
FyjYtKZUM2s,Kenya,Nakuru County,Nakuru West Sub County,London Ward,Prison Dispensary,Prison Dispensary,15470,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,69.0
LSjjW2Uph1L,Kenya,Nairobi County,Roysambu Sub County,Kahawa Ward,Pstc Health Centre,Pstc Health Centre,13153,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,663.0
HOkPeG048lw,Kenya,West Pokot County,Pokot Central Sub County,Wei Wei Ward,Ptokou Dispensary,Ptokou Dispensary,25025,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,32.0
qNJkz8G7pfV,Kenya,Nairobi County,Kamukunji Sub County,Pumwani Ward,Pumwani Majengo Dispensary,Pumwani Majengo Dispensary,13155,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,484.0
DAfqnwB2Uhh,Kenya,Nairobi County,Kamukunji Sub County,Pumwani Ward,Pumwani Maternity Hospital,Pumwani Maternity Hospital,13156,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,552.0
I5kN11SF0bn,Kenya,Bungoma County,Tongaren Sub County,Naitiri/Kabuyefwe Ward,Pwani Dispensary,Pwani Dispensary,16092,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,205.0
CHDLle1Hq9o,Kenya,Kericho County,Bureti Sub County,Kisiara Ward,Quadalupe Sisters Roret,Quadalupe Sisters Roret,15475,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,19.0
eMMojDvhND0,Kenya,Kilifi County,Rabai Sub County,Rabai/Kisurutini Ward,Rabai Sub County Hospital,Rabai Sub County Hospital,11748,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,879.0
bejbJuEmJLP,Kenya,Siaya County,Alego Usonga Sub County,West Alego Ward,Rabar Health Centre,Rabar Health Centre,14018,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,182.0
aCOEeeYEcsO,Kenya,Migori County,Awendo Sub County,West Sakwa Ward,Rabondo Dispensary,Rabondo Dispensary,14019,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,246.0
xHpOSfsb09z,Kenya,Kisumu County,Nyando Sub County,Kobura Ward,Rabuor Sub County Hospital,Rabuor Sub County Hospital,14020,Hospital,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,18.0,564.0
Psa3nl6S4SK,Kenya,Homa Bay County,Rachuonyo South Sub County,West Kamagak Ward,Rachuonyo County Hospital,Rachuonyo County Hospital,14022,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,33.0,1179.0
ICsoiQdDS5P,Kenya,Nairobi County,Starehe Sub County,Pangani Ward,Radiant Pangani Hospital,Radiant Pangani Hospital,13158,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,192.0
szk9vzhrYeY,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Radienya Dispensary,Radienya Dispensary,18722,Near Radienya primary school,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,57.0
JcrbB7yUiAC,Kenya,Siaya County,Bondo Sub County,Yimbo East Ward,Radier Dispensary,Radier Dispensary,14023,IN USIGU DIVISION,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,51.0
AqD7UCCUGCh,Kenya,Kisumu County,Nyakach Sub County,North Nyakach Ward,Rae Dispensary,Rae Dispensary,14024,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,82.0
herb1i8XqBx,Kenya,Trans Nzoia County,Saboti Sub County,Matisi Ward,Rafiki Health Centre,Rafiki Health Centre,22624,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,140.0
ILrXVyvqFwX,Kenya,Kisii County,Kitutu Chache South Sub County,Bogusero Ward,Raganga Health Centre,Raganga Health Centre,14025,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,306.0
mRPHsiYtXeO,Kenya,Siaya County,Rarieda Sub County,North Uyoma Ward,Rageng'ni Dispensary,Rageng'ni Dispensary,14026,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,102.0
mbaB7dMts46,Kenya,Homa Bay County,Rachuonyo South Sub County,West Kasipul Ward,Ragwe Dispensary,Ragwe Dispensary,18530,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,51.0
uNfRv08L7NJ,Kenya,Kisumu County,Kisumu Central Sub County,Market Milimani Ward,Railways Dispensary (Kisumu),Railways Dispensary (Kisumu),14027,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,188.0
iM48NtgCfPO,Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,Railways Dispensary (Mombasa),Railways Dispensary (Mombasa),18211,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,135.0
bcpvWHcLcnw,Kenya,Homa Bay County,Karachuonyo Sub County,Wang'chieng Ward,Rakwaro Dispensary,Rakwaro Dispensary,21482,a dispensary located near miriu health facility,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,31.0
JRzEwsiGNOs,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Ram Hospital,Ram Hospital,14028,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,141.0
e3fP7HNneS5,Kenya,Kisii County,Nyaribari Masaba Sub County,Masimba Ward,Ramasha Health Centre,Ramasha Health Centre,14029,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,109.0
SeESskkpdVb,Kenya,Nyamira County,Nyamira Sub County,Bogichora Ward,Ramba Health Centre,Ramba Health Centre,20620,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,29.0
vyIRQtMwS3K,Kenya,Siaya County,Ugunja Sub County,Ugunja Ward,Rambula Dispensary,Rambula Dispensary,16789,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,159.0
I12ueCqFUQG,Kenya,Siaya County,Gem Sub County,East Gem Ward,Ramula Health Centre,Ramula Health Centre,14030,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,345.0
tKxiY0VjNrr,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Randago Dispensary,Randago Dispensary,17521,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,94.0
yLorzTZpbmc,Kenya,Homa Bay County,Rangwe Sub County,West Gem Ward,Randung' Health Centre,Randung' Health Centre,14031,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,148.0
I2z6MT7pHrX,Kenya,Migori County,Awendo Sub County,North Sakwa Ward,Ranen (SDA) Dispensary,Ranen (SDA) Dispensary,14032,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,204.0
iI1UYjIuEa1,Kenya,Kisumu County,Nyakach Sub County,North Nyakach Ward,Rang'ul Dispensary,Rang'ul Dispensary,21039,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,68.0
ytVjSxVQbQ2,Kenya,Siaya County,Ugunja Sub County,Sidindi Ward,Rangala Health Centre,Rangala Health Centre,14033,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,111.0
gAm0OAuvKMF,Kenya,Nyamira County,Nyamira Sub County,Nyamaiya Ward,Rangenyo Health Centre,Rangenyo Health Centre,14034,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,38.0
o8qbdITAWcU,Kenya,Homa Bay County,Rangwe Sub County,West Gem Ward,Rangwe Sub-County Hospital,Rangwe Sub-County Hospital,14036,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,483.0
wtXXHTCB89Y,Kenya,Bungoma County,Kanduyi Sub County,West Sang'alo Ward,Ranje Dispensary,Ranje Dispensary,20483,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,251.0
RpoDr08py8E,Kenya,Migori County,Awendo Sub County,Central Sakwa Ward,Rapcom Nursing and Maternity Home,Rapcom Nursing and Maternity Home,14037,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,243.0
CHWDHwHN1da,Kenya,Homa Bay County,Rangwe Sub County,East Gem Ward,Rariw Health Centre,Rariw Health Centre,14038,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,135.0
PyZLFJ4lYf1,Kenya,Homa Bay County,Karachuonyo Sub County,Kibiri Ward,Raruowa Health Centre,Raruowa Health Centre,14039,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,157.0
aTQwZSIIxPA,Kenya,Kisumu County,Seme Sub County,North Seme Ward,Ratta Health Centre,Ratta Health Centre,14040,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,223.0
xqt007n8SIT,Kenya,Uasin Gishu County,Kesses Sub County,Racecourse Ward,Reale Hospital Clinic,Reale Hospital Clinic,18983,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,299.0
PFlt1dcEN7W,Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Redemeed Health Centre,Redemeed Health Centre,13160,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,63.0
jC5xoC8BnPT,Kenya,Migori County,Suna West Sub County,Ragana-oruba Ward,Regaol Barnabas Medical Centre,Regaol Barnabas Medical Centre,14102,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,168.0
A9EmK1ExZyT,Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Reinha Rosary Clinic,Reinha Rosary Clinic,18668,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,326.0
UZUsQXKij1U,Kenya,Taita Taveta County,Taveta Sub County,Mata Ward,Rekeke Model Health Centre,Rekeke Model Health Centre,17114,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,67.0
rsvp3dkcgmQ,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,14.0,93.0
p6Sle8EB5TO,Kenya,Siaya County,Gem Sub County,South Gem Ward,Rera Health Centre,Rera Health Centre,14042,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,140.0
OzMYgsrBB3L,Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,Reuben Health Centre,Reuben Health Centre,13173,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,679.0
rGWn3eyPXeY,Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,Reuben Health Centre (GOK),Reuben Health Centre (GOK),28432,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,21.0,1038.0
XIIEtZGP1iY,Kenya,Nakuru County,Nakuru West Sub County,Rhoda Ward,Rhonda Health centre,Rhonda Health centre,20137,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,1008.0
IUIajcIDxbh,Kenya,Kiambu County,Kiambu Town Sub County,Riabai Ward,Riabai Dispensary,Riabai Dispensary,10957,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,468.0
yGXMuAvTOta,Kenya,Embu County,Mbeere South Sub County,Kiambere Ward,Riachina Dispensary,Riachina Dispensary,12711,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,34.0
te66tg4yn7z,Kenya,Nyamira County,Nyamira Sub County,Bonyamatuta Ward,Riakinaro Health Centre,Riakinaro Health Centre,16981,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,53.0
JEZicRgNfX9,Kenya,Kirinyaga County,Kirinyaga East Sub County,Kabare Ward,Riakithiga Dispensary,Riakithiga Dispensary,19894,Located in Riakithiga shopping centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,34.0
PduUv9FH59L,Kenya,Kisii County,Bonchari Sub County,Riana Ward,Riana Health Centre,Riana Health Centre,14045,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,424.0
jrsw22ft8ug,Kenya,Embu County,Mbeere North Sub County,Nthawa Ward,Riandu Dispensary,Riandu Dispensary,16468,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,137.0
UAANSI2ssxg,Kenya,Kilifi County,Rabai Sub County,Kambe/Ribe Ward,Ribe Dispensary,Ribe Dispensary,11756,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,180.0
cS0vNVl8q1w,Kenya,Kisii County,Nyaribari Chache Sub County,Ibeno Ward,Rikendo Dispensary,Rikendo Dispensary,17347,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,55.0
WScaErkCUsB,Kenya,Homa Bay County,Kabondo Kasipul Sub County,Kojwach Ward,Ringa Health Centre,Ringa Health Centre,23432,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,124.0
ueSbUJtjGM9,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Ringiti Dispensary,Ringiti Dispensary,17710,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,19.0
Ot3j6QXURjV,Kenya,Kisii County,Bomachoge Borabu Sub County,Bokimonge Ward,Riokindo Health Centre,Riokindo Health Centre,14052,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,62.0
ufLq017DMUR,Kenya,Kisii County,Nyaribari Masaba Sub County,Ichuni Ward,Riosoti Dispensary,Riosoti Dispensary,28580,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,44.0
ZyVu64QtPyq,Kenya,Kisii County,Bonchari Sub County,Bomorenda Ward,Riotanchi Health Centre,Riotanchi Health Centre,14054,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,269.0
aEdFARk1Zsm,Kenya,Kiambu County,Limuru Sub County,Limuru Central Ward,Rironi Health Centre,Rironi Health Centre,17248,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,200.0
GOxptySBE5j,Kenya,Nairobi County,Dagoretti North Sub County,Kawangware Ward,Riruta Hospital,Riruta Hospital,13165,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,22.0,1503.0
xOk8BwV5Uta,Kenya,Kisumu County,Seme Sub County,East Seme Ward,Rodi Health Centre,Rodi Health Centre,14057,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,194.0
EumBiY0A93D,Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Rombo Health Centre,Rombo Health Centre,15490,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,600.0
IZ78jKxuNvk,Kenya,Nakuru County,Rongai Sub County,Visoi Ward,Rongai Health Centre,Rongai Health Centre,15495,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,847.0
KV7mZo1P75i,Kenya,Migori County,Rongo Sub County,Central Kamagambo Ward,Rongo Sub County Hospital,Rongo Sub County Hospital,14058,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,24.0,1186.0
t5ezj03HWYj,Kenya,Kericho County,Bureti Sub County,Kisiara Ward,Roret Sub County Hospital,Roret Sub County Hospital,15498,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,1107.0
FRpJM9DDRyM,Kenya,Migori County,Rongo Sub County,Central Kamagambo Ward,Rosewood Nursing Home,Rosewood Nursing Home,18068,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,50.0
E5fkFJ09xpE,Kenya,Kisumu County,Kisumu West Sub County,South West Kisumu Ward,Rota Health Centre,Rota Health Centre,14060,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,81.0
G2SApeuVqIS,Kenya,Migori County,Rongo Sub County,Central Kamagambo Ward,Royal Medical Hospital and Maternity Home Limited,Royal Medical Hospital and Maternity Home Limited,14061,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,14.0,491.0
QtLL3zPlb1l,Kenya,Homa Bay County,Rachuonyo South Sub County,Central Kasipul Ward,RTC Medical Centre,RTC Medical Centre,21648,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,151.0
MEh9RhjHr40,Kenya,Nairobi County,Kasarani Sub County,Ruai Ward,Ruai (EDARP) Clinic,Ruai (EDARP) Clinic,13169,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,318.0
tdskla3Fuag,Kenya,Nairobi County,Kasarani Sub County,Ruai Ward,Ruai Health Centre,Ruai Health Centre,13171,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,906.0
fNVYEyxjawL,Kenya,Nairobi County,Roysambu Sub County,Roysambu Ward,Ruaraka Dispensary,Ruaraka Dispensary,13172,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,430.0
pk6P7fleFU8,Kenya,Nairobi County,Ruaraka Sub County,Babandogo Ward,Ruaraka Uhai Neema Hospital,Ruaraka Uhai Neema Hospital,18485,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,893.0
xziIZlvxiIS,Kenya,Nyeri County,Mathira West Sub County,Ruguru Ward,Ruguru Health Centre,Ruguru Health Centre,18013,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,189.0
DSJwlBtTqKz,Kenya,Meru County,Buuri East Sub County,Ruiru/Rwawera Ward,Ruiri Rural Health Demonstration Centre,Ruiri Rural Health Demonstration Centre,12717,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,165.0
cTauyQlmmPy,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Ruiru Hospital Limited,Ruiru Hospital Limited,10974,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,145.0
d62fP00Szyv,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Ruiru Sub-County Hospital,Ruiru Sub-County Hospital,10973,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,36.0,3962.0
KK9ISvjjUvP,Kenya,Busia County,Bunyala Sub County,Bunyala South Ward,Rukala Model Health Centre,Rukala Model Health Centre,16095,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,165.0
AOkTJh0nSFF,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Mutithi Ward,Rukanga Health Centre,Rukanga Health Centre,10975,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,110.0
JXcyxGXlL9O,Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Rumbiye Dispensary,Rumbiye Dispensary,16096,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,144.0
OSC2ngoYEYM,Kenya,Laikipia County,Laikipia West Sub County,Rumuruti Township Ward,Rumuruti District Hospital,Rumuruti District Hospital,15502,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,933.0
f8GXUUOSkR6,Kenya,Embu County,Runyenjes Sub County,Central Ward,Runyenjes District Hospital,Runyenjes District Hospital,12719,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,610.0
RMXHTIcHNxM,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Wamumu Ward,Rurii Kiandegwa Dispensary,Rurii Kiandegwa Dispensary,10980,in between Mutithi and Wamumu health facilities,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,25.0
gComlbUf3gB,Kenya,Kisii County,Bobasi Sub County,Bobasi/Boitangare Ward,Rusinga Dispensary,Rusinga Dispensary,14062,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,97.0
gWGorl4dyrC,Kenya,Homa Bay County,Mbita Sub County,Rusinga Island Ward,Rusinga Island of Hope Humanist Health Centre,Rusinga Island of Hope Humanist Health Centre,17594,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,55.0
bXn7IY2ZYMz,Kenya,Siaya County,Alego Usonga Sub County,Usonga Ward,Rwambwa Sub-county Hospital,Rwambwa Sub-county Hospital,14063,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,484.0
GCv9teCuS8H,Kenya,Embu County,Mbeere South Sub County,Mbeti South Ward,Rwika Dispensary,Rwika Dispensary,12722,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,93.0
EqOqZ31xi3Y,Kenya,Kilifi County,Magarini Sub County,Sabaki Ward,Sabaki Dispensary,Sabaki Dispensary,11761,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,381.0
OKBBkzppdal,Kenya,Muranga County,Kigumo Sub County,Kahumbu Ward,Sabasaba Health Centre,Sabasaba Health Centre,10987,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,1055.0
m6zhE2pzHWO,Kenya,Vihiga County,Sabatia Sub County,Wodanga Ward,Sabatia Sub County Hospital,Sabatia Sub County Hospital,16098,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,15.0,824.0
ikKNYc51MsI,Kenya,Trans Nzoia County,Saboti Sub County,Saboti Ward,Saboti Sub County Hospital,Saboti Sub County Hospital,15508,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,678.0
xLMd3GYGg3G,Kenya,Bungoma County,Mt Elgon Sub County,Elgon Ward,Sacha Health Centre,Sacha Health Centre,16099,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,130.0
bEj9l0dUUQD,Kenya,Nakuru County,Molo Sub County,Molo Ward,Sachangwan Health Centre,Sachangwan Health Centre,15509,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,240.0
q9xXncCEGRK,Kenya,Kiambu County,Kiambaa Sub County,Muchatha Ward,Sacred Heart Dispensary,Sacred Heart Dispensary,10988,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,289.0
SNCOL32lKCU,Kenya,Taita Taveta County,Mwatate Sub County,Bura(Mwatate) Ward,Sagaighu Dispensary,Sagaighu Dispensary,11763,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,50.0
cPU7gAlPGs7,Kenya,Siaya County,Gem Sub County,East Gem Ward,Sagam Community Hospital,Sagam Community Hospital,14064,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,102.0
sm3tsYY05ZR,Kenya,Kirinyaga County,Kirinyaga West Sub County,Kariti Ward,Sagana SubCounty Hospital,Sagana SubCounty Hospital,10994,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,779.0
TDU6t8gEJgE,Kenya,Kakamega County,Lurambi Sub County,Mahiakalo Ward,Sakali Dispensary,Sakali Dispensary,19960,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,95.0
h1N41fJwQ7f,Kenya,Narok County,Narok North Sub County,Melili Ward,Sakutiek Health Centre,Sakutiek Health Centre,15516,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,334.0
YpP6lxmMLxh,Kenya,Laikipia County,Laikipia West Sub County,Salama Ward,Salama Health Centre (Laikipia West),Salama Health Centre (Laikipia West),15520,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,136.0
