facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,26
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,10
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,7
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,11
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,118
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,10
Ugina Health Centre,Mfangano Island Ward,Mbita Sub County,Homa Bay County,weyCAoCYvTj,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,214
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,11
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,65
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,12
Miritini CDF Dispensary,Miritini Ward,Jomvu Sub County,Mombasa County,WF04P1pRp2f,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,187
Swop Korogocho,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,WF5Bjbhvqtq,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,6
Swop Korogocho,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,WF5Bjbhvqtq,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,14
Swop Korogocho,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,WF5Bjbhvqtq,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,28
Swop Korogocho,Kariobangi North Ward,Embakasi North Sub County,Nairobi County,WF5Bjbhvqtq,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,422
Mpinzinyi Health Centre,Wusi/Kishamba Ward,Mwatate Sub County,Taita Taveta County,Wftkk5ibasq,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Mpinzinyi Health Centre,Wusi/Kishamba Ward,Mwatate Sub County,Taita Taveta County,Wftkk5ibasq,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Mpinzinyi Health Centre,Wusi/Kishamba Ward,Mwatate Sub County,Taita Taveta County,Wftkk5ibasq,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,13
Mpinzinyi Health Centre,Wusi/Kishamba Ward,Mwatate Sub County,Taita Taveta County,Wftkk5ibasq,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Mpinzinyi Health Centre,Wusi/Kishamba Ward,Mwatate Sub County,Taita Taveta County,Wftkk5ibasq,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,24
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,19
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,11
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,44
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,22
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,33
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,16
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,333
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,2
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,31
Dede Health Centre,West Sakwa Ward,Awendo Sub County,Migori County,WG7O02P8x4T,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,751
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,8
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,32
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,8
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,18
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,9
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,191
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,13
Nyangu Dispensary,West Ugenya Ward,Ugenya Sub County,Siaya County,WggQjuiAZV8,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,341
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,6
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,54
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,6
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,85
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,2
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,13
Holo Dispensary,Awasi/Onjiko Ward,Nyando Sub County,Kisumu County,wgZ2mHu3aX9,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,182
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,6
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,19
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,9
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,10
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,14
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,141
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,21
Makunga Rhdc,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,WHog7fSSmKt,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,432
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,15
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,12
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,8
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,223
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,29
Kakuma Mission Hospital,Kakuma Ward,Turkana West Sub County,Turkana County,Wj1gBKsF1lB,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,332
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,17
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,7
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,114
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,15
Kapcherop Health centre,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County,WjEssqA66dw,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,224
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,13
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,11
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,20
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,12
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,9
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,119
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,10
Mitaboni Health Centre,Mitamboni Ward,Kathiani Sub County,Machakos County,WK5p6zkEhfX,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,305
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,26
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Eshiabwali Health Centre,Kisa East Ward,Khwisero Sub County,Kakamega County,WKpi4HTOfa6,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,43
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,18
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,34
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,9
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,10
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,114
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,15
Nyakuru Dispensary,North Sakwa Ward,Awendo Sub County,Migori County,WlgH5Q5Y6kZ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,262
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,22
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Baraka Hospital,Mara Ward,Narok West Sub County,Narok County,wLm7XgmJoKw,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,40
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,2
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Akemo Nursing Home,Kilgoris Central Ward,Transmara West Sub County,Narok County,WLP80sZXutW,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,4
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,7
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,15
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,68
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,7
Kabutii-Matiret Dispensary,Kaplelartet Ward,Sigowet/Soin Sub County,Kericho County,WLvYlxbdgy7,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,228
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,11
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,89
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Sengani Community Hospital,Tala Ward,Matungulu Sub County,Machakos County,Wm51OW03KAk,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,205
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Doldol Sub County Hospital,Mugogodo East Ward,Laikipia North Sub County,Laikipia County,wm5jiU5wkdW,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,38
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,11
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,10
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,24
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
Lewa Downs Dispensary,Kisima Ward,Buuri West Sub County,Meru County,wmdsuWliwrG,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,13
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,70
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,48
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,70
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,29
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,26
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,47
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,755
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,45
Maragua District Hospital,Nginda Ward,Muranga South Sub County,Muranga County,WMjR7Dtk7aj,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,1687
Isumba Dispensary,Butsotso South Ward,Lurambi Sub County,Kakamega County,Wmm9bP13tUz,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Isumba Dispensary,Butsotso South Ward,Lurambi Sub County,Kakamega County,Wmm9bP13tUz,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1
